"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Sepúlveda-Durán C.M.; Arévalo-Galán A.; García-Fernández C.M.","Sepúlveda-Durán, Carmen María (58185695300); Arévalo-Galán, Azahara (58186516900); García-Fernández, Cristina María (57190762813)","58185695300; 58186516900; 57190762813","Development of Computational Thinking with unplugged music activities in different educational contexts; [[es]Desarrollo del Pensamiento Computacional con actividades musicales desenchufadas en distintos contextos educativos]","2023","Revista Electronica Complutense de Investigacion en Educacion Musical","20","","","85","100","0","10.5209/reciem.83821","https://www.scopus.com/pages/publications/85174536540?origin=resultslist","Working on Computational Thinking in the school environment develops specific skills such as abstraction, algorithmic thinking, automation, among others. In this field, a growing research interest relates most educational proposals to the use of technologies. This paper analyses the development of Computational Thinking through unplugged activities in the field of Music. A total of 200 primary schoolchildren, aged 10-12 years old, from public schools participated in the study. Of these, 150 were allocated to the experimental group and 50 to the control group. Data were collected before and after the intervention. The Computational Thinking Test was used to measure computational thinking. Student’s t-test was used to compare possible differences between control and experimental groups. Repeated measures models were used to compare differences between pre- and post-intervention, in addition to considering moderation for different academic abilities, environment and ethno-cultural background. The results indicate that there are no mean differences at pre-test for any of the variables. After the intervention in the experimental group, the data indicate an increase in computational thinking in all students with different academic abilities, especially in the high ability group, and an outstanding development in students with learning difficulties, immigrants, and those from rural areas. The conclusions highlight the possibility of proposing educational strategies to develop computational thinking without using technology, and their effectiveness in groups with different psychosocial characteristics. © 2023 Universidad Complutense de Madrid. All rights reserved.","computational thinking; music education; STEAM; student diversity; unplugged activities","","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85174536540"
"Wangenheim G.V.C.; Medeiros G.A.S.D.; Filho R.M.; Petri G.; Pinheiro F.D.C.; Ferreira M.N.F.; Hauck J.C.R.","Wangenheim, Gresse Von Christiane (57212872183); Medeiros, Giselle Araújo e Silva De (57212879762); Filho, Raul Missfeldt (57201664000); Petri, Giani (57191089318); Pinheiro, Fernando Da Cruz (57204969109); Ferreira, M. Nathalie F (57193487871); Hauck, Jean C. R. (14045055000)","57212872183; 57212879762; 57201664000; 57191089318; 57204969109; 57193487871; 14045055000","Splash code - a board game for learning an understanding of algorithms in middle school","2019","Informatics in Education","18","2","","259","280","17","10.15388/infedu.2019.12","https://www.scopus.com/pages/publications/85077454597?origin=resultslist","Teaching computational thinking in K-12 as a 21th century skill is becoming increasingly important. Computational thinking describes a specific way of reasoning building on concepts and processes derived from algorithms and programming. One way to teach these concepts is games as an effective and efficient alternative. This article presents SplashCode, a low-cost board game to reinforce basic algorithms and programming concepts. The game was developed in a systematic way following an instructional design process, and applied and evaluated in a Brazilian public school with a total of 65 students (grade 5 to 9). First results indicate that the game can have a positive impact on motivation, learning experience, and students' learning, as well as contribute positively to social interaction, relevance, and fun. Results of this study may assist in the selection of games as an instructional strategy and/or in the development of new games for teaching computational thinking. © 2019 Vilnius University.","Algorithms and programming; Computational thinking; Game-based learning; K-12","","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85077454597"
"Tenorio-Sepulveda G.C.; Muñoz-Ortiz K.P.; Ramirez-Montoya M.S.","Tenorio-Sepulveda, Gloria Concepcion (56495394900); Muñoz-Ortiz, Katherine Del Pilar (57361352200); Ramirez-Montoya, Maria Soledad (54911980200)","56495394900; 57361352200; 54911980200","Open Educational Resources for Computational Thinking: Digital Escape Room","2025","Journal of Social Studies Education Research","16","2","","279","295","2","","https://www.scopus.com/pages/publications/105008778712?origin=resultslist","Computational thinking (CT) is an indispensable higher-order competency in our complex, digitalized era; its development in students can be an effective tool for societal problem-solving. This research aimed to use an escape room to develop students’ computational thinking using challenges oriented toward Sustainable Development Goal (SDG) 7 of the UN Agenda 2030. The escape room utilized an open educational resource (OER) format to ensure open, inclusive, and equitable education. This research was conducted in five Science Clubs in Mexico, with the participation of 118 high school and higher education students. The CTC4 questionnaire was the instrument to measure their perception of computational thinking. Descriptive and correlational analyses were conducted. The findings highlight (a) the imperative need for strategies that promote the development of digital competencies in women, (b) a need to improve men’s perception of their computational thinking development, (c) there is a negative relationship between age and abstraction, and (d) the predominance of pattern recognition development over the other components of CT regardless of the level of digital competence. This work promotes the advancement sought within Education 5.0 to emphasize solutions for the common good. This research may interest educators who wish to implement innovative teaching-learning techniques, instructors who provide training in this field, individuals who want to develop their CT competency, and decision-makers involved in developing high-level competencies. © 2025, Association for Social Studies Educa. All rights reserved.","Complex thinking; digital competencies; educational innovation; higher education; scenario-based learning","","Article","Final","","Scopus","2-s2.0-105008778712"
"Uzumcu O.; Bay E.","Uzumcu, Ozlem (57216742445); Bay, Erdal (46460919300)","57216742445; 46460919300","The effect of computational thinking skill program design developed according to interest driven creator theory on prospective teachers","2020","Education and Information Technologies","","","","","","18","10.1007/s10639-020-10268-3","https://www.scopus.com/pages/publications/85087782272?origin=resultslist","It is likely to observe that the increase in data and the interrelated challenges in digital age complicates the problems to be encountered. Therefore, unprecedented problem-solving skills have become inevitable. Though dating back to old times, computational thinking skill is defined as a recent skill area that is required by everybody, that can be used to solve the aforementioned complex problems, and that is included in international standards and training programs. In this study, it was aimed to improve computational thinking skills of prospective teachers. In order to do this, a program design which includes contents that prospective theachers can use in daily life and professional life has been developed. This program, which consists mostly of unplugged activities, also includes computer aided and robotic activities. A total of 11 voluntary prospective teachers (7 women and 4 men), who were in their 3rd year of the 4 year education in the 2017–2018 fall semester and did not attend to any programming or computational thinking education training before, participated in the study. In the first application, a 40-h program was carried out with five prospective teachers, while in the second application, an updated 52-h program was carried out with six prospective teachers. A skill test was developed, and applied to measure prospective teachers’ computational thinking skills before and after the prepared program. Moreover, at the end of the training, they were asked to preapare graduation projects and their perspectives on education were examined. It has been observed that the program applied to prospective primary education teachers, who did not take any lessons like programming etc. before, was effective according to the computational thinking related skill tests and their graduation projects. It has been also observed in prospective primary education teachers that their thinking skills such as problem solving and questioning were improved and they could reflect their acquired knowledge and skills to their daily and professional life. © 2020, Springer Science+Business Media, LLC, part of Springer Nature.","Computational thinking; IDC theory; Program design; Twenty-first century skill; Unplugged activities","","Article","Article in press","All Open Access; Green Open Access","Scopus","2-s2.0-85087782272"
"Saygıner Ş.; Tüzün H.","Saygıner, Şenol (58019279500); Tüzün, Hakan (56147434100)","58019279500; 56147434100","Investigation of the effects of unplugged coding activities developed for preschool on motivation, computational thinking and problem-solving skills","2025","Education and Information Technologies","30","18","","26569","26597","2","10.1007/s10639-025-13752-w","https://www.scopus.com/pages/publications/105018604024?origin=resultslist","The aim of this research was to explore the effects of unplugged coding activities on preschoolers’ motivation, computational thinking and problem-solving skills. The research was conducted based on a pretest-posttest control group quasi-experimental design. The experimental phase included 69 children (33 in the experimental group, 36 in the control group) aged 5–6 and attending a preschool in Hatay province of Turkey. The children had never received any coding or robotic lessons before. In the experimental group, in addition to the standard preschool curriculum, electronic material-based unplugged coding activities were carried out for one hour per week over eight weeks. The coding activities were developed by researchers. No intervention was made for the control group. To assess the effects of unplugged coding activities on children before and after the experiment, the Motivation Scale, Computational Thinking Skills Test, and Problem-Solving Skills Scale were used. The study revealed that children in the experimental group exhibited a significant increase in intrinsic motivation, computational thinking and problem-solving skills. This increase resulted in a meaningful difference in favor of the experimental group in comparisons between groups. The results demonstrate that unplugged coding activities in the preschool period are an effective method for supporting children’s affective and cognitive development. In this regard, it is recommended that such activities be systematically and structurally integrated into the preschool education curriculum. © The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature 2025.","Computational thinking; Motivation; Preschool education; Problem-solving skills; Skill development in preschool children; Unplugged coding activities","","Article","Final","","Scopus","2-s2.0-105018604024"
"Chen C.-H.; Huang K.; Hu P.-H.; Krautinger H.","Chen, Ching-Huei (57144212400); Huang, Kun (44761334100); Hu, Po-Hsien (59550738500); Krautinger, Hannah (59657942800)","57144212400; 44761334100; 59550738500; 59657942800","Impact of rewards in a digital game on computational thinking: Mediation by tension and moderation by competition","2025","Education and Information Technologies","30","12","","16575","16600","1","10.1007/s10639-025-13444-5","https://www.scopus.com/pages/publications/85219045819?origin=resultslist","Although proponents of digital game-based learning (DGBL) argue that educational games engage students and afford better learning outcomes, the impact of specific game elements on computational thinking (CT) outcomes and motivation remains unclear. Research suggests that different game elements in DGBL may elicit varying levels of motivation and affect outcomes. In a digital game designed for CT learning, this study examined the complex relationship among rewards, competition, motivation, and learning outcomes. Data were collected from 216 secondary school students across ten different classes, who were randomly assigned to one of five conditions: power-up rewards with competition, power-up rewards only, customization rewards with competition, customization rewards only, and a control condition with no rewards or competition. Regression analysis revealed that power-up rewards impacted CT learning indirectly by reducing tension, although they did not directly influence motivation or CT outcomes. Customization rewards showed no significant effects on motivation or CT outcomes. Although competition alone did not significantly influence motivation or CT outcomes, its combination with power-up rewards weakened CT outcomes compared with power-up rewards alone without competition. The study suggests that competition may dilute the positive effects of rewards, emphasizing the need for careful integration of reward structures in DGBL. The study provides valuable insights for designing DGBL interventions that balance rewards and competition while minimizing tension to achieve optimal learning outcomes. © The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature 2025.","Competition; Computational thinking; DGBL; Digital games; Mediation and moderation; Motivation; Regression analysis; Rewards; Tension","","Article","Final","","Scopus","2-s2.0-85219045819"
"Triantafyllou S.A.; Sapounidis T.; Stamovlasis D.","Triantafyllou, Serafeim A. (57750421800); Sapounidis, Theodosios (54397561000); Stamovlasis, Dimitrios (6508278410)","57750421800; 54397561000; 6508278410","Gamification and Computational Thinking in Education: A Review and a Meta-Analysis","2025","Technology, Knowledge and Learning","","","","","","7","10.1007/s10758-025-09906-x","https://www.scopus.com/pages/publications/105017492117?origin=resultslist","The integration of gamification in education is an innovative approach which can support effective teaching. It includes game elements in learning processes that might enhance students’ engagement and motivation to facilitate the development of computational thinking (CT) skills. The use of gamification has been explored via empirical methods, such as pre-post experimental designs, with various outcomes, while its importance has been already pointed out in theoretical overviews. To this end, conducting a systematic review and meta-analysis on works exploring gamification in conjunction with CT development will be an essential contribution to the prospective research and this is undertaken by the present endeavour. Following the PRISMA methodology, this paper identified 288 records from two databases, from which 17 articles containing 67 empirical studies were selected for review and meta-analysis. The total number of participants across all 67 studies was 3634. This review revealed that most publications related to gamification and CT emerged between 2020 and 2024, indicating that the subject area is relatively new in educational research. The meta-analysis showed a pooled estimated effect size (+ 0.734) that suggests a moderate-to-strong positive relationship between gamification and CT development according to the random-effects model. Additionally, a subgroup analysis was conducted to identify potential sources of variability among studies, enhancing the interpretability of the findings. The analysis comparing effects with school level as a moderating variable revealed a lower effect size in tertiary education (0.574) and a higher effect size in secondary education (2.088), suggesting a more pronounced impact at the secondary education level. © The Author(s), under exclusive licence to Springer Nature B.V. 2025.","Computational thinking; Education; Gamification; Meta-analysis; Review","Computational methods; Education computing; Random processes; Students; Computational thinkings; Effect size; Effective teaching; Game elements; Gamification; Innovative approaches; Learning process; Meta-analysis; Student engagement; Student motivation; Reviews","Article","Article in press","","Scopus","2-s2.0-105017492117"
"Chen P.; Yang D.; Metwally A.H.S.; Lavonen J.; Wang X.","Chen, Peng (57203721871); Yang, Dong (56903331300); Metwally, Ahmed Hosny Saleh (57219057511); Lavonen, Jari (55894399700); Wang, Xiao (59069850400)","57203721871; 56903331300; 57219057511; 55894399700; 59069850400","Fostering computational thinking through unplugged activities: A systematic literature review and meta-analysis","2023","International Journal of STEM Education","10","1","47","","","116","10.1186/s40594-023-00434-7","https://www.scopus.com/pages/publications/85164171196?origin=resultslist","Unplugged activities as a low-cost solution to foster computational thinking (CT) skills seem to be a trend in recent years. However, current evidence of the effectiveness of unplugged activities in promoting students’ CT skills has been inconsistent. To understand the potential of unplugged activities on computational thinking skills, a systematic review and meta-analysis were conducted. Our review of 49 studies examined the influence of unplugged activities to improve students’ CT skills in K–12 education between 2006 and 2022. The literature review showed that studies on CT skills were mainly (81.64%) conducted in computer science and STEM education, with board and card games being the most common unplugged activities for fostering CT skills in K–12 education. CT diagnostic tools (36.37%) were frequently used as assessment tools. A follow-up meta-analysis of 13 studies with 16 effect sizes showed a generally large overall effect size (Hedges’s g = 1.028, 95% CI [0.641, 1.415], p < 0.001) for the use of unplugged activities in promoting students’ CT skills. The analysis of several moderator variables (i.e., grade level, class size, intervention duration, and learning tools) and their possible effects on CT skills indicated that unplugged activities are a promising instructional strategy for enhancing students’ CT skills. Taken together, the results highlight the affordances of unplugged pedagogy for promoting CT skills in K–12 education. Recommendations for policies, practice, and research are provided accordingly. © 2023, The Author(s).","Computational thinking; Computer education; Meta-analysis; STEM; Unplugged activities","","Review","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85164171196"
"Jiménez M.; Zapata-Cáceres M.; Román-González M.; Robles G.; Moreno-León J.; Martín-Barroso E.","Jiménez, Marcos (57188763271); Zapata-Cáceres, María (57218095048); Román-González, Marcos (57188680243); Robles, Gregorio (8286496000); Moreno-León, Jesús (56912229700); Martín-Barroso, Estefanía (14822249200)","57188763271; 57218095048; 57188680243; 8286496000; 56912229700; 14822249200","Computational Concepts and their Assessment in Preschool Students: An Empirical Study","2024","Journal of Science Education and Technology","33","6","","998","1020","7","10.1007/s10956-024-10142-8","https://www.scopus.com/pages/publications/85205887116?origin=resultslist","Computational thinking (CT) is a multidimensional term that encompasses a wide variety of problem-solving skills related to the field of computer science. Unfortunately, standardized, valid, and reliable methods to assess CT skills in preschool children are lacking, compromising the reliability of the results reported in CT interventions. To surpass this limitation, we validated in a sample of 700 preschool students (5–6 years old) the Beginners Computational Thinking test Short-Form (BCTt-SF), an unplugged 12-item instrument that measures three of the most common computational concepts assessed in preschool research: sequences, loops, and conditionals. The theoretical model underpinning the BCTt-SF was supported by dimensionality assessment, which suggested that preschool students can be distinguished in terms of four specific abilities (i.e., sequences, simple loops, nested loops, and conditionals) and that all of these abilities were related by a general factor. We modeled this hierarchical structure with a bi-factor model that presented excellent psychometric properties, from good statistical fit indices to adequate reliability of the general ability. To take full advantage of this model, we created an online application in the Shiny platform (https://computationalthinkingtests.shinyapps.io/SF-BCTt/) for the seamless scoring of examinees by any teacher or researcher who uses the BCTt-SF to assess CT skills in preschool children. Finally, we demonstrated how the BCTt-SF can be used to test the impact of educational interventions for improving CT skills in preschoolers. © The Author(s) 2024.","21st century abilities; Computational thinking; Early years education; Evaluation methodologies; Psychometric validation","","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85205887116"
"Esteve-Mon F.M.; Adell-Segura J.; Nebot M.A.L.; Novella G.V.; Aparicio J.P.","Esteve-Mon, Francesc M. (56486104400); Adell-Segura, Jordi (57216633646); Nebot, María Ángeles Llopis (57216638856); Novella, Gracia Valdeolivas (58088628000); Aparicio, Julio Pacheco (57216636979)","56486104400; 57216633646; 57216638856; 58088628000; 57216636979","The development of computational thinking in student teachers through an intervention with educational robotics","2019","Journal of Information Technology Education: Innovations in Practice","18","","","139","152","50","10.28945/4442","https://www.scopus.com/pages/publications/85084124597?origin=resultslist","Aim/Purpose This research aims to describe and demonstrate the results of an intervention through educational robotics to improve the computational thinking of student teachers. Background Educational robotics has been increasing in school classrooms for the develop-ment of computational thinking and digital competence. However, there is a lack of research on how to prepare future teachers of Kindergarten and Ele-mentary School in the didactic use of computational thinking, as part of their necessary digital teaching competence. Methodology Following the Design-Based Research methodology, we designed an interven-tion with educational robots that includes unplugged, playing, making and re-mixing activities. Participating in this study were 114 Spanish university students of education. Contribution This research helps to improve the initial training of student teachers, especially in the field of educational robotics. Findings The student teachers consider themselves digital competent, especially in the dimensions related to social and multimedia aspects, and to a lesser extent in the technological dimension. The results obtained also confirm the effectiveness of the intervention through educational robotics in the development of computa-tional thinking of these students, especially among male students. Recommendations for Practitioners Teacher trainers could introduce robotics following these steps: (1) initiation and unplugged activities, (2) gamified activities of initiation to the programming and test of the robots, (3) initiation activities to Scratch, and (4) design and resolution of a challenge. Recommendation for Researchers Researchers could examine how interventions with educational robots helps to improve the computational thinking of student teachers, and thoroughly ana-lyze gender-differences. Impact on Society Computational thinking and robotics are one of the emerging educational trends. Despite the rise of this issue, there are still few investigations that sys-tematize and collect evidence in this regard. This study allows to visualize an educational intervention that favors the development of the computational thinking of student teachers. Future Research Researchers could evaluate not only the computational thinking of student teachers, but also their didactics, their ability to teach or create didactic activities to develop computational thinking in their future students. © 2019 Informing Science Institute.","Computational thinking; Digital competence; Educational robotics; Student teach-ers","E-learning; Educational robots; Machine design; Personnel training; Robot programming; Computational thinkings; Design-based research; Digital competence; Digital teachings; Educational robotics; Research methodologies; Student teach-ers; Student teachers; Teachers'; University students; Students","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85084124597"
"Relkin E.; Johnson S.K.; Bers M.U.","Relkin, Emily (57202532295); Johnson, Sara K. (8414450100); Bers, Marina U. (57203655429)","57202532295; 8414450100; 57203655429","A Normative Analysis of the TechCheck Computational Thinking Assessment","2023","Educational Technology and Society","26","2","","118","130","11","10.30191/ETS.202304_26(2).0009","https://www.scopus.com/pages/publications/85153284982?origin=resultslist","TechCheck is an assessment of Computational Thinking (CT) for early elementary school children consisting of fifteen developmentally appropriate unplugged challenges that probe six CT domains. The first version of TechCheck showed good psychometric properties as well as ease of administration and scoring in a validation cohort of 768 children between 5 and 9 years of age. To increase sensitivity and reduce possible ceiling and floor effects, grade-specific versions of TechCheck (K, 1, 2) were subsequently created. In the present study, we explored how CT skills could be compared across grades when grade-specific versions of TechCheck are administered. First, we examined TechCheck raw score distributions and responses within CT domains in a representative sample of students from the three grades. Grade-specific Z-scores and percentile rankings were then calculated. To show utility of this normalization system, we used percentiles to compare CT outcomes between first and second graders who participated in a ScratchJr coding educational intervention. While TechCheck change scores suggested an unexpected 42.74% difference in CT outcomes between first and second grade, application of the normative scoring system indicated a more plausible 5.17 percentile rank difference between grades. Normative analysis may provide a more meaningful way to compare results across grades when grade-specific versions of TechCheck are used. Implications for the future use of the TechCheck CT assessments are discussed. © 2023,Educational Technology and Society. All Rights Reserved.","Assessment; Coding; Computer science; Early childhood","","Article","Final","","Scopus","2-s2.0-85153284982"
"Simonsmeier B.A.; Kampmann K.; Staub J.; Scherer R.","Simonsmeier, Bianca A. (57189762428); Kampmann, Kristin (59744682200); Staub, Jacqueline (57198515824); Scherer, Ronny (55317265200)","57189762428; 59744682200; 57198515824; 55317265200","The effects of programming interventions in early childhood: A meta-analysis","2025","Learning and Individual Differences","120","","102699","","","0","10.1016/j.lindif.2025.102699","https://www.scopus.com/pages/publications/105002834417?origin=resultslist","While recent meta-analyses confirm the positive effects of programming interventions in school and university students, it is still unclear whether teaching programming in early childhood settings is similarly effective. Our meta-analysis clarifies this issue by synthesizing the effects of programming interventions for 3- to 7-year-old children. Moreover, we propose and employ a taxonomy for instructional approaches commonly used in programming interventions to systematically analyze the relevance of instructional design. The results from 25 early childhood studies and 82 effect sizes showed a medium overall effect of d = +0.73, 95 % CI [0.51, 0.96]. Programming interventions effectively enhanced programming knowledge, computational thinking, mathematics knowledge, and cognitive skills. Our findings highlight the effectiveness of unplugged over screen-based activities and interventions, including robotics, over those using other program outputs. The results provide educators with valuable information about instructional methods. The taxonomy can guide researchers and educators in implementing instructional strategies when teaching programming. Educational relevance statement: The current meta-analysis extends the current understanding of programming interventions by summarizing the existing body of literature on the effectiveness of programming interventions in young children. Since there exists a growing interest in teaching programming to young children, the results make a useful contribution to determine its effectiveness and to identify effective instructional characteristics. The found results indicate that programming interventions are indeed significantly effective in early childhood to enhance a variety of outcomes. Further, the analyses provide information that allow educators to implement age-appropriate programming interventions in educational settings (e.g., by using unplugged programming activities or including robotics). © 2025 The Authors","Computational thinking; Early childhood education; Meta-analysis; Programming intervention; Robotics","","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105002834417"
"Kwon K.; Kim H.; Kim K.; Seo M.; Brush T.A.","Kwon, Kyungbin (41861651700); Kim, Hyojung (59749375300); Kim, Keunjae (58030391400); Seo, Minhwi (57204035282); Brush, Thomas A. (7003881009)","41861651700; 59749375300; 58030391400; 57204035282; 7003881009","Computational thinking through embodied learning: a comparison of mixed-reality and unplugged activities","2025","Journal of Research on Technology in Education","","","","","","2","10.1080/15391523.2025.2492604","https://www.scopus.com/pages/publications/105003143493?origin=resultslist","This study explores the impact of embodied learning activities, implemented in both mixed-reality and unplugged contexts, along with robot programming, on early elementary students' computational thinking (CT) knowledge, competence, and attitudes. A total of 67 first-grade students from a rural elementary school participated in the quasi-experimental study, which compared how these different modes of embodied learning influenced CT skill acquisition. The findings indicate that embodied learning activities significantly enhanced students' CT knowledge, regardless of whether they were conducted in a mixed-reality or unplugged setting. Additionally, robot programming, used as a transfer task, improved students' CT competence, demonstrating the benefits of applying learned skills in new contexts. In addition, students in the mixed-reality condition reported higher satisfaction with their learning experiences. © 2025 ISTE.","Computational thinking; elementary computer science; embodied learning; mixed-reality; robot programming","","Article","Article in press","","Scopus","2-s2.0-105003143493"
"Machuqueiro F.; Piedade J.","Machuqueiro, Fábio (58019462800); Piedade, João (57829864300)","58019462800; 57829864300","Game On: A Journey into Computational Thinking with Modern Board Games in Portuguese Primary Education","2024","Education Sciences","14","11","1182","","","2","10.3390/educsci14111182","https://www.scopus.com/pages/publications/85210377690?origin=resultslist","Recent studies highlight the potential of modern board games (MBGs) to foster computational thinking (CT) skills in students. This research explored the impact of integrating MBGs into a primary education classroom through an embedded concurrent mixed-methods approach, with a pre-experimental design in its quantitative aspect and content analysis in its qualitative dimension, with 20 fourth-grade students from a school in Portugal. The students participated in 10 game sessions, each lasting 50 min, and their CT skills were assessed using Bebras tasks in both the pre-test and post-test phases. Statistical analysis, including the Shapiro–Wilk test for normality and paired sample t-tests, revealed significant improvements in key CT areas, particularly abstraction, algorithmic thinking, and decomposition. Descriptive statistics were also calculated, and content analysis using Nvivo software was conducted on field notes, corroborating the quantitative data. The results suggest that MBGs can serve as a valuable educational tool for developing CT skills in young learners. This study not only highlights the effectiveness of MBGs but also emphasises the need for further research using more robust experimental designs to enhance CT development in educational settings. © 2024 by the authors.","analogue games; Bebras; computational thinking; modern board games; primary school","","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85210377690"
"Degirmenci S.; Okulu H.Z.; Cokcaliskan H.; Yorulmaz A.","Degirmenci, Seyma (60208159700); Okulu, Hasan Zuhtu (56641820500); Cokcaliskan, Halil (58861034500); Yorulmaz, Alper (58676091600)","60208159700; 56641820500; 58861034500; 58676091600","Fostering computational and systems thinking skills in preschoolers through unplugged coding and engineering design activities","2025","Research in Science and Technological Education","","","","","","1","10.1080/02635143.2025.2591195","https://www.scopus.com/pages/publications/105022701788?origin=resultslist","Background: The increasing importance of STEM education has enhanced interest in developing computational thinking (CT) and systems thinking (ST) skills at an early age. Research indicates that integrating CT and ST into early childhood education programs has positive effects on children’s learning outcomes. Purpose: The purpose of this study was to investigate the effects of unplugged coding and engineering design-based activities on the CT and ST skills of preschool children aged 60–72 months. Sample: This study was conducted with 51 children aged 60–72 months, enrolled in a public school in a province in southwestern Turkey. A purposive sampling method was used to select participants, all of whom participated voluntarily and were five years old. Each assigned group consisted of 17 preschoolers. Design and methods: As a quasi-experimental design, the study involved two experimental groups and one control group. The first experimental group participated in unplugged coding activities, while the second group engaged in engineering design-based activities. The control group followed the standard preschool curriculum. Each group consisted of 17 preschoolers aged 60–72 months. The Computational Thinking Skills Rubric and the Systems Thinking Assessment Rubric used as data collection tools. Results: Results showed that both interventions significantly improved CT and ST skills. Unplugged coding activities were found to be more effective than engineering design-based activities in fostering CT skills, whereas engineering design activities contributed more to ST skills development. Conclusions: These findings highlight the need for integrating unplugged coding and engineering activities in early childhood education to enhance cognitive skills beyond standard curricula. Future research should explore long-term effects and the potential benefits of combining these approaches for a more comprehensive skill development. © 2025 Informa UK Limited, trading as Taylor & Francis Group.","computational thinking; Early childhood education; engineering design; systems thinking; unplugged coding","","Article","Article in press","","Scopus","2-s2.0-105022701788"
"Robledo-Castro C.; Castillo-Ossa L.F.; Hederich-Martínez C.","Robledo-Castro, Carolina (57212763969); Castillo-Ossa, Luis Fernando (57667357000); Hederich-Martínez, Christian (55626284100)","57212763969; 57667357000; 55626284100","Effects of a computational thinking intervention program on executive functions in children aged 10 to 11","2023","International Journal of Child-Computer Interaction","35","","100563","","","19","10.1016/j.ijcci.2022.100563","https://www.scopus.com/pages/publications/85145842020?origin=resultslist","Computational thinking refers to a series of cognitive processes involved in solving problems through computational systems. A growing body of studies has managed to demonstrate the correlation between computational thinking and different cognitive domains. In recent decades, multiple studies have taken place that seek to evaluate the effect of computational thinking on higher-order cognitive processes. The current study aims to contribute to this discussion by analyzing the effect of an intervention program in computational thinking on the executive functions of school-age children. In this experimental study, 30 children aged 10 and 11 were randomly assigned to an experimental group and an active control group. The instruments to collect the data were 15 tests of the neuropsychological battery of executive functions and frontal lobes BANFE-2, which were applied to both groups before and after the intervention. The experimental group participated in an 8-week computational thinking intervention during which its participants enrolled in plugged and unplugged activities and carried out block programming language twice a week. The results showed that the intervention had significant effects on executive functions associated with the anterior prefrontal cortex and the dorsolateral cortex, but not those related to the orbitofrontal area. © 2022 Elsevier B.V.","Childhood; Cognitive development; Computational thinking; Executive functions; Experimental study","","Article","Final","","Scopus","2-s2.0-85145842020"
"Liu Z.; Fulwider G.C.","Liu, Zhichun (57216655916); Fulwider, G. Curt (58750771300)","57216655916; 58750771300","Modeling hidden states in learning: a hidden Markov model approach to stealth assessment for problem solving in computational thinking","2026","Journal of Research on Technology in Education","58","1","","32","52","2","10.1080/15391523.2025.2586536","https://www.scopus.com/pages/publications/105023898948?origin=resultslist","This study explores the use of Hidden Markov Models (HMMs) to conduct stealth assessment of problem-solving processes in computational thinking (CT) through gameplay data. By analyzing fine-grained behavioral logs from Penguin Go, a block-based coding game for elementary students, the authors identify three latent cognitive states (i.e., Explore-Develop-Debug) that align with established problem-solving theories. The HMM approach captures the temporal and iterative nature of learning, revealing how learners transition between states across increasing levels of task complexity. Validation against CT pretests and transfer assessments demonstrates that time spent debugging correlates with stronger and more generalizable CT skills. This process-oriented, data-driven model provides a scalable approach to traditional expert-designed assessments, offering a foundation for formative, in-situ feedback and learner self-reflection. © 2025 ISTE+ASCD.","computational thinking; educational data mining; game-based assessment; game-based learning; Hidden Markov Model; learning analytics; problem solving; Stealth assessment","","Article","Final","","Scopus","2-s2.0-105023898948"
